title,playcount,cuml hours spent,date,devices,traffic,content
Tokyo 2020: Paralympics Live,10,0,2021-08-26,Desktop,Referrer sites,IH000403361
Tokyo 2020: Paralympics Live,10,0.0019444444,2021-09-02,Undefined,-,IH000403368
Tokyo 2020: Today At The Paralympics,10,0.0011111111,2021-08-25,Undefined,-,IH000403374
Tokyo 2020: Today At The Paralympics,10,0.0194444444,2021-09-03,Smartphone,Search engines,IH000403383
Tokyo 2020: Swimming,10,0.0786111111,2021-09-01,Smartphone,Search engines,PI000017114
Tokyo 2020: Goalball,10,0.2272222222,2021-08-24,Desktop,Search engines,PI000017061
Tokyo 2020: Goalball,10,0.0005555556,2021-08-29,Desktop,Direct traffic,PI000017091
Tokyo 2020: Cycling - Track,10,0.0086111111,2021-08-25,Smartphone,Search engines,PI000017065
Tokyo 2020: Paralympics Live E2,10,0,2021-08-25,Desktop,Direct traffic,IH000403360
Tokyo 2020: Cycling,10,0.0113888889,2021-08-26,Undefined,-,PI000017070
Tokyo 2020: Equestrian,10,1.944166667,2021-08-30,Tablet,Direct traffic,PI000017100
Tokyo 2020: Athletics,10,3.408055556,2021-08-30,Smartphone,Search engines,PI000017095
Tokyo 2020: Athletics,10,0.0133333333,2021-09-01,Tablet,Direct traffic,PI000017159
Tokyo 2020: Athletics,10,0.9366666667,2021-09-02,Desktop,Direct traffic,PI000017116
Tokyo 2020: Judo,10,0.4536111111,2021-08-27,Desktop,Search engines,PI000017074
Tokyo 2020: Wheelchair Basketball,10,0.0997222222,2021-08-30,Tablet,Direct traffic,PI000017102
Tokyo 2020: Wheelchair Rugby,10,0.0583333333,2021-08-29,Tablet,Direct traffic,PI000017092
Tokyo 2020: Highlights,10,0.4838888889,2021-08-31,Smartphone,Direct traffic,PI000017158
Tokyo 2020: Highlights,10,0.1255555556,2021-09-04,Desktop,Direct traffic,PI000017127
Tokyo 2020: Paralympics Live E10,10,0.0044444444,2021-09-02,Undefined,-,IH000403368
Tokyo 2020: Paralympics Live E11,10,0.0002777778,2021-09-03,Desktop,Direct traffic,IH000403369
Tokyo 2020: Canoe Sprint,10,0.0013888889,2021-09-04,Smartphone,Search engines,PI000017125
Tokyo 2020,9,0.0005555556,2021-08-28,Smartphone,Search engines,PI000017087
Tokyo 2020,9,0.0277777778,2021-08-30,Tablet,Direct traffic,PI000017102
Tokyo 2020,9,0.0013888889,2021-09-01,Tablet,Direct traffic,PI000017113
Tokyo 2020: Highs and lows,9,0.0241666667,2021-08-08,Smartphone,Direct traffic,oG_AY4zyMOSC
Tokyo 2020: Paralympics Live,9,0.0183333333,2021-08-31,Undefined,-,IH000403366
Tokyo 2020: Paralympics Live,9,0.0075,2021-08-31,Undefined,-,IH000403366
Tokyo 2020: Today At The Paralympics,9,0.0002777778,2021-08-30,Smartphone,Search engines,IH000403379
Tokyo 2020: Swimming,9,0.0055555556,2021-08-29,Undefined,-,PI000017091
Tokyo 2020: Table Tennis,9,0,2021-09-01,Tablet,Direct traffic,PI000017111
Tokyo 2020: Today At The Paralympics E2,9,0,2021-08-25,Desktop,Search engines,IH000403374
Tokyo 2020: Paralympics Live E3,9,0.0166666667,2021-08-26,Desktop,Direct traffic,IH000403361
Tokyo 2020: Athletics,9,0.0255555556,2021-08-27,Undefined,-,PI000017074
Tokyo 2020: Athletics,9,0.1588888889,2021-08-31,Desktop,Direct traffic,PI000017158
Tokyo 2020: Athletics,9,0.0211111111,2021-09-04,Tablet,Direct traffic,PI000017127
Tokyo 2020: Wheelchair Basketball,9,0,2021-08-31,Tablet,Direct traffic,PI000017102
Tokyo 2020: Wheelchair Basketball,9,0.0013888889,2021-09-04,Smartphone,Search engines,PI000017119
Tokyo 2020: Paralympics Live E5,9,0.0008333333,2021-08-28,Desktop,Direct traffic,IH000403363
Tokyo 2020: Highlights,9,0.0011111111,2021-08-29,Desktop,Search engines,PI000017095
Tokyo 2020: Highlights,9,0.0652777778,2021-08-31,Desktop,Direct traffic,PI000017158
Tokyo 2020: Cycling - Road,9,0.0058333333,2021-09-01,Undefined,-,PI000017110
Tokyo 2020: Cycling - Road,9,0.0180555556,2021-09-02,Smartphone,Search engines,PI000017116
Tokyo 2020: Sitting Volleyball,9,0.7508333333,2021-09-05,Smartphone,Direct traffic,PI000017135
Tokyo 2020: Today At The Paralympics E9,9,0,2021-09-01,Smartphone,Search engines,IH000403381
Tokyo 2020: Badminton,9,0.0011111111,2021-09-04,Desktop,Search engines,PI000017125
Tokyo 2020: Badminton,9,0.0222222222,2021-09-04,Desktop,Search engines,PI000017134
Tokyo 2020,8,0.0516666667,2021-08-29,Desktop,Direct traffic,PI000017087
Tokyo 2020: Paralympics Live,8,0.5469444444,2021-08-29,Smartphone,Search engines,IH000403364
Tokyo 2020: Paralympics Live,8,1.452777778,2021-09-04,Undefined,-,IH000403370
Tokyo 2020: Today At The Paralympics,8,0.0083333333,2021-08-25,Smartphone,Search engines,IH000403374
Tokyo 2020: Today At The Paralympics,8,0,2021-08-28,Smartphone,Search engines,IH000403377
Tokyo 2020: Today At The Paralympics,8,0,2021-08-31,Undefined,-,IH000403380
Tokyo 2020: Today At The Paralympics,8,0.0061111111,2021-09-01,Undefined,-,IH000403381
Tokyo 2020: Today At The Paralympics,8,0.0094444444,2021-09-01,Smartphone,Search engines,IH000403381
Tokyo 2020: Today At The Paralympics,8,0.0061111111,2021-09-03,Undefined,-,IH000403383
Tokyo 2020: Swimming,8,0.4172222222,2021-08-25,Desktop,Direct traffic,PI000017060
Tokyo 2020: Swimming,8,0.0061111111,2021-08-26,Smartphone,Search engines,PI000017078
Tokyo 2020: Swimming,8,2.575277778,2021-08-28,Smartphone,Search engines,PI000017085
Tokyo 2020: Swimming,8,0,2021-08-30,Tablet,Direct traffic,PI000017095
Tokyo 2020: Swimming,8,0.0272222222,2021-08-30,Desktop,Direct traffic,PI000017095
Tokyo 2020: Róisín Ní Riain finishes 8th in S13 100m butterfly final,8,0.0005555556,2021-08-25,Tablet,Direct traffic,VHxwkgQpsV6y
Tokyo 2020: Athletics,8,0.0133333333,2021-09-02,Smartphone,Direct traffic,PI000017116
Tokyo 2020: Wheelchair Basketball,8,0.0833333333,2021-08-31,Smartphone,Direct traffic,PI000017107
Tokyo 2020: Wheelchair Basketball,8,0.0097222222,2021-09-02,Smartphone,Direct traffic,PI000017119
Tokyo 2020: Wheelchair Basketball,8,0.1647222222,2021-09-02,Desktop,Search engines,PI000017119
Tokyo 2020: Wheelchair Basketball,8,0.2244444444,2021-09-03,Tablet,Direct traffic,PI000017123
Tokyo 2020: Football 5-a-side,8,0.3872222222,2021-08-28,Desktop,Search engines,PI000017085
Tokyo 2020: Highlights,8,0.6672222222,2021-09-04,Desktop,Search engines,PI000017179
Tokyo 2020: Sitting Volleyball,8,0.9352777778,2021-09-04,Smartphone,Search engines,PI000017127
Tokyo 2020: Shooting,8,0.3833333333,2021-09-02,Tablet,Direct traffic,PI000017108
Tokyo 2020,7,0,2021-09-04,Desktop,Direct traffic,PI000017179
Tokyo 2020,7,0.005,2021-09-04,Desktop,Search engines,PI000017179
Tokyo 2020: Paralympics Live,7,1.858333333,2021-08-27,Undefined,-,IH000403362
Tokyo 2020: Paralympics Live,7,2.217222222,2021-08-27,Smartphone,Search engines,IH000403362
Tokyo 2020: Paralympics Live,7,0.0241666667,2021-08-29,Undefined,-,IH000403364
Tokyo 2020: Today At The Paralympics,7,0.2497222222,2021-08-27,Smartphone,Search engines,IH000403376
Tokyo 2020: Today At The Paralympics,7,0.0055555556,2021-08-28,Undefined,-,IH000403377
Tokyo 2020: Today At The Paralympics,7,1.366944444,2021-08-30,Undefined,-,IH000403379
Tokyo 2020: Today At The Paralympics,7,0,2021-09-04,Undefined,-,IH000403384
Tokyo 2020: Swimming,7,0.0055555556,2021-08-24,Undefined,-,PI000017060
Tokyo 2020: Swimming,7,0.0011111111,2021-08-25,Smartphone,Direct traffic,PI000017060
Tokyo 2020: Table Tennis,7,0,2021-08-25,Desktop,Search engines,PI000017068
Tokyo 2020: Table Tennis,7,0.0008333333,2021-08-26,Smartphone,Search engines,PI000017071
Tokyo 2020: Table Tennis,7,0.0102777778,2021-08-31,Tablet,Direct traffic,PI000017105
Tokyo 2020: Table Tennis,7,0.0316666667,2021-09-02,Smartphone,Direct traffic,PI000017119
Tokyo 2020: Table Tennis,7,0.0005555556,2021-09-02,Tablet,Direct traffic,PI000017108
Tokyo 2020: Goalball,7,0.0005555556,2021-08-28,Tablet,Direct traffic,PI000017085
Tokyo 2020: Goalball,7,0.0286111111,2021-08-28,Desktop,Search engines,PI000017085
Tokyo 2020: Róisín Ní Riain on her S13 100m butterfly final,7,0.0016666667,2021-08-25,Tablet,Direct traffic,rINqpgeQieZ5
Tokyo 2020: Cycling,7,0.0111111111,2021-08-26,Smartphone,Search engines,PI000017070
Tokyo 2020: Athletics,7,0.0011111111,2021-08-28,Undefined,-,PI000017148
Tokyo 2020: Athletics,7,0,2021-09-04,Tablet,Direct traffic,PI000017178
Tokyo 2020: Wheelchair Basketball,7,0.0344444444,2021-09-02,Desktop,Direct traffic,PI000017119
Tokyo 2020: Highlights,7,0.0025,2021-09-04,Tablet,Direct traffic,PI000017179
Tokyo 2020: Highlights,7,0,2021-09-04,Desktop,Direct traffic,PI000017179
Tokyo 2020: Cycling - Road,7,0,2021-08-31,Desktop,Search engines,PI000017098
Tokyo 2020: Sitting Volleyball,7,0.0058333333,2021-09-05,Desktop,Search engines,PI000017135
Tokyo 2020: Paralympics Live E9,7,0.0044444444,2021-09-01,Desktop,Direct traffic,IH000403367
Tokyo 2020: Badminton,7,0.0055555556,2021-09-04,Tablet,Direct traffic,PI000017134
Tokyo 2020: Badminton,7,0.0386111111,2021-09-04,Desktop,Direct traffic,PI000017125
Tokyo 2020: Closing Ceremony,7,0.0055555556,2021-09-04,Smartphone,Search engines,PI000017179
Tokyo 2020,6,0,2021-08-29,Desktop,Search engines,PI000017087
Tokyo 2020,6,0.0016666667,2021-09-02,Smartphone,Search engines,PI000017108
Tokyo 2020,6,0.0055555556,2021-09-04,Undefined,-,PI000017127
Tokyo 2020: Paralympics Live,6,0.0161111111,2021-08-24,Undefined,-,IH000403359
Tokyo 2020: Paralympics Live,6,0.0008333333,2021-08-25,Smartphone,Referrer sites,IH000403360
Tokyo 2020: Paralympics Live,6,0.0011111111,2021-08-26,Smartphone,Twitter,IH000403361
Tokyo 2020: Paralympics Live,6,0.0083333333,2021-08-26,Tablet,Search engines,IH000403361
Tokyo 2020: Paralympics Live,6,2.610555556,2021-08-29,Desktop,Direct traffic,IH000402831
Tokyo 2020: Paralympics Live,6,0.01,2021-08-30,Desktop,Search engines,AQ000270026
Tokyo 2020: Today At The Paralympics,6,0.0052777778,2021-08-24,Undefined,-,IH000403373
Tokyo 2020: Today At The Paralympics,6,0.0008333333,2021-08-26,Tablet,Search engines,IH000403375
Tokyo 2020: Today At The Paralympics,6,0.0027777778,2021-08-30,Smartphone,Search engines,IH000403379
Tokyo 2020: Today At The Paralympics,6,1.417222222,2021-09-03,Undefined,-,IH000403383
Tokyo 2020: Today At The Paralympics,6,0.0216666667,2021-09-03,Tablet,Search engines,IH000403383
Tokyo 2020: Today At The Paralympics,6,0.0019444444,2021-09-05,Undefined,-,IH000403385
Tokyo 2020: Swimming,6,0.0013888889,2021-08-25,Smartphone,Search engines,PI000017064
Tokyo 2020: Swimming,6,0.0005555556,2021-08-28,Undefined,-,PI000017085
Tokyo 2020: Swimming,6,0.0016666667,2021-08-29,Smartphone,Search engines,PI000017088
Tokyo 2020: Swimming,6,0.0852777778,2021-08-29,Desktop,Search engines,PI000017085
Tokyo 2020: Swimming,6,0,2021-09-01,Undefined,-,PI000017114
Tokyo 2020: Table Tennis,6,0.0019444444,2021-08-27,Undefined,-,PI000017078
Tokyo 2020: Table Tennis,6,0.0011111111,2021-08-27,Desktop,Direct traffic,PI000017071
Tokyo 2020: Goalball,6,0.0194444444,2021-09-03,Desktop,Direct traffic,PI000017123
Tokyo 2020: Barry McClements on his 9th place finish in the S9 400m freestyle heats,6,0.0786111111,2021-08-25,Smartphone,Direct traffic,aB3_jF6sRn3D
Tokyo 2020: Richael Timothy on her individual pursuit PB,6,0.2272222222,2021-08-25,Tablet,Direct traffic,yoSSDXqHVhDn
Tokyo 2020: Equestrian,6,0.0005555556,2021-08-28,Smartphone,Search engines,PI000017087
Tokyo 2020: Athletics,6,0.0086111111,2021-08-28,Smartphone,Search engines,PI000017155
Tokyo 2020: Athletics,6,0,2021-08-30,Undefined,-,PI000017098
Tokyo 2020: Paralympics Live E4,6,0.0113888889,2021-08-27,Desktop,Search engines,IH000403362
Tokyo 2020: Triathlon,6,1.944166667,2021-08-27,Tablet,Direct traffic,PI000017152
Tokyo 2020: Paralympics Live E6,6,3.408055556,2021-08-29,Desktop,Direct traffic,IH000403364
Tokyo 2020: Highlights,6,0.0133333333,2021-08-29,Smartphone,Direct traffic,PI000017088
Tokyo 2020: Today At The Paralympics E7,6,0.9366666667,2021-08-30,Desktop,Search engines,IH000403379
Tokyo 2020: Sitting Volleyball,6,0.4536111111,2021-09-05,Tablet,Direct traffic,PI000017135
Tokyo 2020: Sitting Volleyball,6,0.0997222222,2021-09-05,Desktop,Direct traffic,PI000017135
Tokyo 2020: Canoe,6,0.0583333333,2021-09-03,Smartphone,Search engines,PI000017123
Tokyo 2020: Paralympics Live E12,6,0.4838888889,2021-09-04,Desktop,Direct traffic,IH000403370
Tokyo 2020,5,0.1255555556,2021-08-28,Tablet,Search engines,PI000017087
Tokyo 2020,5,0.0044444444,2021-09-02,Smartphone,Search engines,PI000017119
Tokyo 2020,5,0.0002777778,2021-09-04,Tablet,Direct traffic,PI000017179
Tokyo 2020: Paralympics Live,5,0.0013888889,2021-08-26,Undefined,-,IH000397695
Tokyo 2020: Paralympics Live,5,0.0005555556,2021-08-26,Smart TV,Search engines,IH000403361
Tokyo 2020: Paralympics Live,5,0.0277777778,2021-08-27,Desktop,Direct traffic,IP000062619
Tokyo 2020: Paralympics Live,5,0.0013888889,2021-08-28,Smartphone,Search engines,IH000403363
Tokyo 2020: Paralympics Live,5,0.0241666667,2021-08-29,Smartphone,Direct traffic,IH000402831
Tokyo 2020: Paralympics Live,5,0.0183333333,2021-08-29,Smartphone,Referrer sites,IH000403364
Tokyo 2020: Paralympics Live,5,0.0075,2021-08-29,Desktop,Search engines,IH000402831
Tokyo 2020: Paralympics Live,5,0.0002777778,2021-09-01,Smartphone,Search engines,IH000403367
Tokyo 2020: Paralympics Live,5,0.0055555556,2021-09-03,Undefined,-,IH000403369
Tokyo 2020: Paralympics Live,5,0,2021-09-05,Undefined,-,IH000403371
Tokyo 2020: Paralympics Live,5,0,2021-09-05,Tablet,Search engines,IH000403371
Tokyo 2020: Paralympics Live E1,5,0.0166666667,2021-08-24,Smartphone,Direct traffic,IH000403359
Tokyo 2020: Today At The Paralympics,5,0.0255555556,2021-08-25,Undefined,-,IH000403374
Tokyo 2020: Today At The Paralympics,5,0.1588888889,2021-08-28,Smartphone,Search engines,IH000403377
Tokyo 2020: Today At The Paralympics,5,0.0211111111,2021-08-28,Desktop,Direct traffic,AQ000240772
Tokyo 2020: Today At The Paralympics,5,0,2021-09-01,Undefined,-,IH000403381
Tokyo 2020: Today At The Paralympics,5,0.0013888889,2021-09-02,Undefined,-,IH000403382
Tokyo 2020: Today At The Paralympics,5,0.0008333333,2021-09-03,Smartphone,Search engines,IH000403383
Tokyo 2020: Today At The Paralympics,5,0.0011111111,2021-09-04,Desktop,Search engines,AQ000244380
Tokyo 2020: Swimming,5,0.0652777778,2021-08-26,Desktop,Direct traffic,PI000017064
Tokyo 2020: Swimming,5,0.0058333333,2021-08-27,Undefined,-,PI000017151
Tokyo 2020: Swimming,5,0.0180555556,2021-08-29,Smartphone,Search engines,PI000017095
Tokyo 2020: Swimming,5,0.7508333333,2021-08-30,Undefined,-,PI000017095
Tokyo 2020: Swimming,5,0,2021-08-30,Desktop,Search engines,PI000017091
Tokyo 2020: Table Tennis,5,0.0011111111,2021-08-31,Undefined,-,PI000017105
Tokyo 2020: Goalball,5,0.0222222222,2021-08-25,Desktop,Search engines,PI000017061
Tokyo 2020: Goalball,5,0.0516666667,2021-08-29,Smartphone,Direct traffic,PI000017091
Tokyo 2020: Goalball,5,0.5469444444,2021-08-29,Desktop,Search engines,PI000017091
Tokyo 2020: Nicole Turner comes home 8th in Paralympic final,5,1.452777778,2021-08-25,Tablet,Direct traffic,xKmPX6oSTg_d
Tokyo 2020: Nicole Turner speaks to RTÉ Sport,5,0.0083333333,2021-08-25,Tablet,Direct traffic,7nnyfoU88Lp_
Tokyo 2020: Cycling,5,0,2021-08-27,Smartphone,Referrer sites,PI000017076
Tokyo 2020: Athletics,5,0,2021-08-29,Smartphone,Search engines,PI000017088
Tokyo 2020: Athletics,5,0.0061111111,2021-09-01,Smartphone,Search engines,PI000017110
Tokyo 2020: Triathlon,5,0.0094444444,2021-08-27,Smartphone,Search engines,PI000017152
Tokyo 2020: Triathlon,5,0.0061111111,2021-08-27,Desktop,Search engines,PI000017152
Tokyo 2020: Wheelchair Basketball,5,0.4172222222,2021-08-31,Tablet,Direct traffic,PI000017107
Tokyo 2020: Wheelchair Basketball,5,0.0061111111,2021-09-05,Smartphone,Search engines,PI000017136
Tokyo 2020: Wheelchair Tennis,5,2.575277778,2021-08-29,Desktop,Direct traffic,PI000017092
Tokyo 2020: Wheelchair Tennis,5,0,2021-09-04,Undefined,-,PI000017130
Tokyo 2020: Wheelchair Tennis,5,0.0272222222,2021-09-04,Smartphone,Search engines,PI000017130
Tokyo 2020: Paralympics Live E7,5,0.0005555556,2021-08-30,Desktop,Search engines,IH000403365
Tokyo 2020: Cycling - Road,5,0.0133333333,2021-08-30,Tablet,Search engines,PI000017098
Tokyo 2020: Today At The Paralympics E10,5,0.0833333333,2021-09-02,Desktop,Search engines,IH000403382
Tokyo 2020: Paralympics Live E11,5,0.0097222222,2021-09-03,Undefined,-,IH000403369
Tokyo 2020: Today At The Paralympics E11,5,0.1647222222,2021-09-03,Desktop,Search engines,IH000403383
Tokyo 2020: Canoe Sprint,5,0.2244444444,2021-09-04,Undefined,-,PI000017125
Tokyo 2020: Canoe Sprint,5,0.3872222222,2021-09-03,Smartphone,Search engines,PI000017125
Tokyo 2020,4,0.6672222222,2021-08-31,Smartphone,Search engines,PI000017158
Tokyo 2020,4,0.9352777778,2021-09-01,Undefined,-,PI000017113
Tokyo 2020,4,0.3833333333,2021-09-01,Desktop,Direct traffic,PI000017107
Tokyo 2020,4,0,2021-09-02,Undefined,-,PI000017108
Tokyo 2020: Paralympics Live,4,0.005,2021-08-24,Desktop,Search engines,AQ000237086
Tokyo 2020: Paralympics Live,4,1.858333333,2021-08-25,Undefined,-,IP000062616
Tokyo 2020: Paralympics Live,4,2.217222222,2021-08-25,Desktop,Referrer sites,IH000403360
Tokyo 2020: Paralympics Live,4,0.0241666667,2021-08-29,Undefined,-,IH000402831
Tokyo 2020: Paralympics Live,4,0.2497222222,2021-08-30,Smartphone,Search engines,IH000403365
Tokyo 2020: Paralympics Live,4,0.0055555556,2021-08-30,Desktop,Search engines,IP000064864
Tokyo 2020: Paralympics Live,4,1.366944444,2021-09-02,Undefined,-,IH000403368
Tokyo 2020: Paralympics Live,4,0,2021-09-02,Tablet,Search engines,IH000403368
Tokyo 2020: Today At The Paralympics,4,0.0055555556,2021-08-24,Tablet,Search engines,IH000403373
Tokyo 2020: Today At The Paralympics,4,0.0011111111,2021-08-24,Desktop,Direct traffic,IH000401452
Tokyo 2020: Today At The Paralympics,4,0,2021-08-25,Smartphone,Search engines,IH000403374
Tokyo 2020: Today At The Paralympics,4,0.0008333333,2021-08-31,Undefined,-,IH000403380
Tokyo 2020: Today At The Paralympics,4,0.0102777778,2021-09-02,Desktop,Direct traffic,IP000064635
Tokyo 2020: Today At The Paralympics,4,0.0316666667,2021-09-03,Desktop,Direct traffic,AQ000266605
Tokyo 2020: Today At The Paralympics,4,0.0005555556,2021-09-04,Undefined,-,AQ000244380
Tokyo 2020: Swimming,4,0.0005555556,2021-08-28,Desktop,Search engines,PI000017151
Tokyo 2020: Swimming,4,0.0286111111,2021-08-29,Smartphone,Search engines,PI000017091
Tokyo 2020: Swimming,4,0.0016666667,2021-08-30,Desktop,Search engines,PI000017157
Tokyo 2020: Swimming,4,0.0111111111,2021-09-01,Tablet,Search engines,PI000017114
Tokyo 2020: Swimming,4,0.0011111111,2021-09-03,Smartphone,Search engines,PI000017120
Tokyo 2020: Table Tennis,4,0,2021-08-24,Undefined,-,PI000017062
Tokyo 2020: Table Tennis,4,0.0344444444,2021-08-25,Desktop,Direct traffic,PI000017062
Tokyo 2020: Table Tennis,4,0.0025,2021-08-26,Smartphone,Direct traffic,PI000017078
Tokyo 2020: Table Tennis,4,0,2021-09-01,Smartphone,Search engines,PI000017111
Tokyo 2020: Paralympics Live E2,4,0,2021-08-25,Smartphone,Direct traffic,IH000403360
Tokyo 2020: Paralympics Live E2,4,0.0058333333,2021-08-25,Desktop,Search engines,IH000403360
Tokyo 2020: Turner qualifies for S6 50m freestyle final,4,0.0044444444,2021-08-25,Smartphone,Direct traffic,TRiS8THx5kGN
Tokyo 2020: Paralympics Live E3,4,0.0055555556,2021-08-26,Desktop,Search engines,IH000403361
Tokyo 2020: Equestrian,4,0.0386111111,2021-08-26,Undefined,-,PI000017072
Tokyo 2020: Equestrian,4,0.0055555556,2021-08-26,Smartphone,Search engines,PI000017071
Tokyo 2020: Equestrian,4,0,2021-08-26,Desktop,Direct traffic,PI000017078
Tokyo 2020: Equestrian,4,0.0016666667,2021-08-27,Undefined,-,PI000017080
Tokyo 2020: Athletics,4,0.0055555556,2021-08-28,Undefined,-,PI000017155
Tokyo 2020: Athletics,4,0.0161111111,2021-08-29,Desktop,Direct traffic,PI000017095
Tokyo 2020: Athletics,4,0.0008333333,2021-08-30,Tablet,Search engines,PI000017095
Tokyo 2020: Athletics,4,0.0011111111,2021-08-31,Smartphone,Search engines,PI000017158
Tokyo 2020: Athletics,4,0.0083333333,2021-08-31,Desktop,Search engines,PI000017110
Tokyo 2020: Athletics,4,2.610555556,2021-09-01,Undefined,-,PI000017110
Tokyo 2020: Athletics,4,0.01,2021-09-02,Tablet,Direct traffic,PI000017108
Tokyo 2020: Athletics,4,0.0052777778,2021-09-03,Smartphone,Search engines,PI000017120
Tokyo 2020: Athletics,4,0.0008333333,2021-09-04,Smartphone,Search engines,PI000017127
Tokyo 2020: Judo,4,0.0027777778,2021-08-27,Tablet,Direct traffic,PI000017074
Tokyo 2020: Wheelchair Basketball,4,1.417222222,2021-08-28,Desktop,Direct traffic,PI000017155
Tokyo 2020: Wheelchair Basketball,4,0.0216666667,2021-08-31,Smartphone,Search engines,PI000017102
Tokyo 2020: Wheelchair Basketball,4,0.0019444444,2021-09-03,Undefined,-,PI000017123
Tokyo 2020: Wheelchair Rugby,4,0.0013888889,2021-08-29,Smartphone,Search engines,PI000017092
Tokyo 2020: Paralympics Live E6,4,0.0005555556,2021-08-29,Desktop,Search engines,IH000403364
Tokyo 2020: Highlights,4,0.0016666667,2021-08-29,Tablet,Direct traffic,PI000017088
Tokyo 2020: Highlights,4,0.0852777778,2021-08-29,Tablet,Direct traffic,PI000017095
Tokyo 2020: Highlights,4,0,2021-08-29,Desktop,Search engines,PI000017088
Tokyo 2020: Highlights,4,0.0019444444,2021-09-04,Smartphone,Search engines,PI000017179
Tokyo 2020: Highlights,4,0.0011111111,2021-09-04,Tablet,Direct traffic,PI000017127
Tokyo 2020: Paralympics Live E7,4,0.0194444444,2021-08-30,Undefined,-,IH000403365
Tokyo 2020: Paralympics Live E11,4,0.0786111111,2021-09-03,Desktop,Search engines,IH000403369
Tokyo 2020: Today At The Paralympics E12,4,,2021-09-04,Tablet,Direct traffic,IH000403384
